name,url,description,test_type,remote_testing,adaptive_irt,duration_minutes,skills_covered,skill_domains,assessment_category,job_roles,seniority_levels,assessment_focus,keywords
OPQ Universal Competency Report 1.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,"This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework. It graphically outlines how an individual's typical way of behaving is likely to impact on competencies. It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",P,Yes,No,,[],[],Cognitive,[],[],Personality,"[""OPQ"", ""Occupational Personality Questionnaire"", ""Universal Competency"", ""staff development""]"
OPQ Universal Competency Report 2.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework. It graphically outlines how an individual's typical way of behaving is likely to impact on competencies. It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.,P,Yes,No,,[],[],Cognitive,[],[],Personality,"[""OPQ"", ""Occupational Personality Questionnaire"", ""Universal Competency""]"
OPQ User and Managers Report,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,"This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work. The Manager's Report describes the individual's personal style in narrative text that can be given directly to a line manager. These reports can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information.",P,Yes,No,,[],[],Cognitive,[],[],Personality,"[""OPQ"", ""Occupational Personality Questionnaire""]"
OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,"This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work. It can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information.","P, S",Yes,No,,[],[],Cognitive,[],[],Personality,"[""OPQ"", ""Occupational Personality Questionnaire""]"
Oracle DBA (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,"Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management.",K,Yes,No,12.0,"[""Oracle DB architecture"", ""backup and recovery"", ""MySQL administration"", ""network configuration"", ""data warehouse management""]","[""Database Administration"", ""Data Management"", ""Network Configuration""]",Technical,"[""Oracle DBA""]","[""Advanced""]",Knowledge,"[""Oracle"", ""DBA"", ""database"", ""architecture"", ""backup"", ""recovery"", ""MySQL"", ""administration"", ""network"", ""configuration"", ""data"", ""warehouse"", ""management""]"
Oracle DBA (Entry Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,"Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.",K,Yes,No,12.0,"[""Oracle database architecture"", ""data management"", ""backup and recovery"", ""MySQL administration""]","[""Database Administration"", ""Data Management""]",Technical,"[""Oracle DBA""]","[""Entry""]",Knowledge,"[""Oracle"", ""database"", ""architecture"", ""data"", ""management"", ""backup"", ""recovery"", ""MySQL"", ""administration""]"
Oracle PL/SQL (New),https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,"Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features.",K,Yes,No,11.0,"[""SQL queries"", ""relational database concepts"", ""Oracle PL/SQL features""]","[""Database Administration"", ""SQL""]",Technical,"[""Oracle PL/SQL Developer""]",[],Knowledge,"[""Oracle"", ""PL/SQL"", ""SQL"", ""queries"", ""relational"", ""database"", ""concepts"", ""features""]"
Oracle WebLogic Server (New),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,"Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment.",K,Yes,No,7.0,"[""server installation"", ""administration"", ""node"", ""logs manager"", ""security"", ""deployment""]","[""IT"", ""Software Development""]",Technical,"[""System Administrator"", ""DevOps Engineer""]","[""Junior"", ""Mid-level""]",Knowledge,"[""WebLogic"", ""Server"", ""Administration""]"
Organic Chemistry (New),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,K,Yes,No,10.0,"[""organic chemistry concepts""]","[""Science"", ""Chemistry""]",Cognitive,[],[],Knowledge,"[""Organic Chemistry""]"
Paint Technology (New),https://www.shl.com/products/product-catalog/view/paint-technology-new/,"Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications.",K,Yes,No,7.0,"[""paint raw materials"", ""coating applications"", ""surface treatment""]","[""Materials Science"", ""Chemistry""]",Technical,"[""Materials Scientist"", ""Chemical Engineer""]","[""Mid-level"", ""Senior""]",Knowledge,"[""Paint Technology"", ""Coatings""]"
Pediatrics (New),https://www.shl.com/products/product-catalog/view/pediatrics-new/,"Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.",K,Yes,No,5.0,[],[],,[],[],,[]
Pega Development (New),https://www.shl.com/products/product-catalog/view/pega-development-new/,"Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance.",K,Yes,No,17.0,[],[],,[],[],,[]
Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,"Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.",K,Yes,No,9.0,[],[],,[],[],,[]
Petrochemical Engineering (New),https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,"Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing.",K,Yes,No,7.0,[],[],Technical,[],[],"Fluid and thermal principles, chemical processes, petroleum composition and processing","[""petrochemical engineering"", ""fluid"", ""thermal"", ""chemical processes"", ""petroleum composition"", ""processing""]"
Petroleum Engineering (New),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,"Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.",K,Yes,No,10.0,[],[],Technical,[],[],"Petroleum engineering, drilling and production operations, offshore petroleum production","[""petroleum engineering"", ""drilling"", ""production operations"", ""offshore petroleum production""]"
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,"Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",K,Yes,No,12.0,[],[],Technical,[],[],"Laboratory analytical techniques, chromatography, titration, spectroscopy, spectrophotometry","[""pharmaceutical analysis"", ""chromatography"", ""titration"", ""spectroscopy"", ""spectrophotometry""]"
Pharmaceutical Chemistry (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,"Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.",K,Yes,No,17.0,"[""physical chemistry"", ""organic chemistry"", ""inorganic chemistry"", ""biochemistry"", ""medicinal chemistry""]","[""chemistry""]",Technical,[],[],knowledge,"[""pharmaceutical chemistry"", ""chemistry""]"
Pharmaceutical Science (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,"Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.",K,Yes,No,7.0,"[""drug manufacture"", ""drug delivery"", ""drug action"", ""pharmaceutical analysis""]","[""pharmaceutical science""]",Technical,[],[],knowledge,"[""pharmaceutical science"", ""drug""]"
Pharmaceutics (New),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,"Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy.",K,Yes,No,12.0,"[""pharmaceutical engineering"", ""biopharmaceutics"", ""modern pharmaceutics"", ""dispensing pharmacy""]","[""pharmaceutics""]",Technical,[],[],knowledge,"[""pharmaceutics""]"
Pharmacology (New),https://www.shl.com/products/product-catalog/view/pharmacology-new/,"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract.",K,Yes,No,12.0,"[""pharmacological drugs classification"", ""chemotherapy"", ""inflammatory disorders"", ""drug action on nervous system"", ""endocrine pharmacology"", ""drug action on circulatory system"", ""GI tract""]","[""pharmacology"", ""chemistry"", ""biology""]",Technical,[],[],knowledge,"[""pharmacology"", ""drugs"", ""classification"", ""chemistry"", ""biology""]"
